,State Code,County Code,Site Num,Address,State,County,City,Date Local,NO2 Units,NO2 Mean,NO2 1st Max Value,NO2 1st Max Hour,NO2 AQI,O3 Units,O3 Mean,O3 1st Max Value,O3 1st Max Hour,O3 AQI,SO2 Units,SO2 Mean,SO2 1st Max Value,SO2 1st Max Hour,SO2 AQI,CO Units,CO Mean,CO 1st Max Value,CO 1st Max Hour,CO AQI
1838,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2000-09-27,Parts per billion,29.869565,58.0,20,55,Parts per million,0.01925,0.053,9,45,Parts per billion,1.318182,3.0,20,4.0,Parts per million,0.521739,1.2,21,
1839,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2000-09-27,Parts per billion,29.869565,58.0,20,55,Parts per million,0.01925,0.053,9,45,Parts per billion,1.318182,3.0,20,4.0,Parts per million,0.516667,0.8,2,9.0
1840,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2000-09-27,Parts per billion,29.869565,58.0,20,55,Parts per million,0.01925,0.053,9,45,Parts per billion,1.314286,2.0,20,,Parts per million,0.521739,1.2,21,
1841,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2000-09-27,Parts per billion,29.869565,58.0,20,55,Parts per million,0.01925,0.053,9,45,Parts per billion,1.314286,2.0,20,,Parts per million,0.516667,0.8,2,9.0
1842,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2000-09-28,Parts per billion,32.125,53.0,0,50,Parts per million,0.020833,0.049,10,42,Parts per billion,1.541667,3.0,1,4.0,Parts per million,0.5875,1.6,0,
1843,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2000-09-28,Parts per billion,32.125,53.0,0,50,Parts per million,0.020833,0.049,10,42,Parts per billion,1.541667,3.0,1,4.0,Parts per million,0.654167,1.1,1,13.0
1844,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2000-09-28,Parts per billion,32.125,53.0,0,50,Parts per million,0.020833,0.049,10,42,Parts per billion,1.525,2.0,2,,Parts per million,0.5875,1.6,0,
1845,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2000-09-28,Parts per billion,32.125,53.0,0,50,Parts per million,0.020833,0.049,10,42,Parts per billion,1.525,2.0,2,,Parts per million,0.654167,1.1,1,13.0
1846,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2000-09-29,Parts per billion,29.0,57.0,18,54,Parts per million,0.018167,0.047,9,40,Parts per billion,1.291667,3.0,6,4.0,Parts per million,0.483333,1.4,7,
1847,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2000-09-29,Parts per billion,29.0,57.0,18,54,Parts per million,0.018167,0.047,9,40,Parts per billion,1.291667,3.0,6,4.0,Parts per million,0.466667,0.7,7,8.0
1848,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2000-09-29,Parts per billion,29.0,57.0,18,54,Parts per million,0.018167,0.047,9,40,Parts per billion,1.275,2.3,8,,Parts per million,0.483333,1.4,7,
1849,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2000-09-29,Parts per billion,29.0,57.0,18,54,Parts per million,0.018167,0.047,9,40,Parts per billion,1.275,2.3,8,,Parts per million,0.466667,0.7,7,8.0
1850,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2000-09-30,Parts per billion,26.0,47.0,19,44,Parts per million,0.019667,0.049,10,42,Parts per billion,1.333333,2.0,0,3.0,Parts per million,0.533333,1.1,0,
1851,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2000-09-30,Parts per billion,26.0,47.0,19,44,Parts per million,0.019667,0.049,10,42,Parts per billion,1.333333,2.0,0,3.0,Parts per million,0.525,0.9,1,10.0
1852,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2000-09-30,Parts per billion,26.0,47.0,19,44,Parts per million,0.019667,0.049,10,42,Parts per billion,1.3,1.6,2,,Parts per million,0.533333,1.1,0,
1853,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2000-09-30,Parts per billion,26.0,47.0,19,44,Parts per million,0.019667,0.049,10,42,Parts per billion,1.3,1.6,2,,Parts per million,0.525,0.9,1,10.0
1854,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2000-10-01,Parts per billion,22.25,44.0,20,42,Parts per million,0.021125,0.046,9,39,Parts per billion,0.791667,2.0,20,3.0,Parts per million,0.345833,0.9,20,
1855,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2000-10-01,Parts per billion,22.25,44.0,20,42,Parts per million,0.021125,0.046,9,39,Parts per billion,0.791667,2.0,20,3.0,Parts per million,0.408333,0.7,0,8.0
1856,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2000-10-01,Parts per billion,22.25,44.0,20,42,Parts per million,0.021125,0.046,9,39,Parts per billion,0.775,1.3,20,,Parts per million,0.345833,0.9,20,
1857,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2000-10-01,Parts per billion,22.25,44.0,20,42,Parts per million,0.021125,0.046,9,39,Parts per billion,0.775,1.3,20,,Parts per million,0.408333,0.7,0,8.0
1858,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2000-10-02,Parts per billion,29.818182,45.0,19,42,Parts per million,0.012417,0.033,10,28,Parts per billion,1.0,3.0,6,4.0,Parts per million,0.608333,2.2,21,
1859,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2000-10-02,Parts per billion,29.818182,45.0,19,42,Parts per million,0.012417,0.033,10,28,Parts per billion,1.0,3.0,6,4.0,Parts per million,0.4625,1.2,23,14.0
1860,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2000-10-02,Parts per billion,29.818182,45.0,19,42,Parts per million,0.012417,0.033,10,28,Parts per billion,0.871429,2.0,23,,Parts per million,0.608333,2.2,21,
1861,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2000-10-02,Parts per billion,29.818182,45.0,19,42,Parts per million,0.012417,0.033,10,28,Parts per billion,0.871429,2.0,23,,Parts per million,0.4625,1.2,23,14.0
1862,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2000-10-03,Parts per billion,28.5,52.0,19,49,Parts per million,0.014875,0.034,11,29,Parts per billion,0.708333,2.0,8,3.0,Parts per million,0.4625,0.8,0,
1863,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2000-10-03,Parts per billion,28.5,52.0,19,49,Parts per million,0.014875,0.034,11,29,Parts per billion,0.708333,2.0,8,3.0,Parts per million,0.85,1.3,0,15.0
1864,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2000-10-03,Parts per billion,28.5,52.0,19,49,Parts per million,0.014875,0.034,11,29,Parts per billion,0.675,1.6,20,,Parts per million,0.4625,0.8,0,
1865,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2000-10-03,Parts per billion,28.5,52.0,19,49,Parts per million,0.014875,0.034,11,29,Parts per billion,0.675,1.6,20,,Parts per million,0.85,1.3,0,15.0
1866,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2000-10-06,Parts per billion,35.125,69.0,19,67,Parts per million,0.016167,0.043,10,36,Parts per billion,1.083333,3.0,18,4.0,Parts per million,0.65,2.4,20,
1867,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2000-10-06,Parts per billion,35.125,69.0,19,67,Parts per million,0.016167,0.043,10,36,Parts per billion,1.083333,3.0,18,4.0,Parts per million,0.457895,1.4,23,16.0
1868,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2000-10-06,Parts per billion,35.125,69.0,19,67,Parts per million,0.016167,0.043,10,36,Parts per billion,1.0625,3.0,20,,Parts per million,0.65,2.4,20,
1869,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2000-10-06,Parts per billion,35.125,69.0,19,67,Parts per million,0.016167,0.043,10,36,Parts per billion,1.0625,3.0,20,,Parts per million,0.457895,1.4,23,16.0
1870,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2000-10-07,Parts per billion,29.125,52.0,18,49,Parts per million,0.020708,0.043,9,36,Parts per billion,1.125,2.0,0,3.0,Parts per million,0.483333,1.9,0,
1871,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2000-10-07,Parts per billion,29.125,52.0,18,49,Parts per million,0.020708,0.043,9,36,Parts per billion,1.125,2.0,0,3.0,Parts per million,0.666667,1.8,1,20.0
1872,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2000-10-07,Parts per billion,29.125,52.0,18,49,Parts per million,0.020708,0.043,9,36,Parts per billion,1.075,1.6,2,,Parts per million,0.483333,1.9,0,
1873,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2000-10-07,Parts per billion,29.125,52.0,18,49,Parts per million,0.020708,0.043,9,36,Parts per billion,1.075,1.6,2,,Parts per million,0.666667,1.8,1,20.0
1874,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2000-10-08,Parts per billion,6.291667,17.0,0,16,Parts per million,0.028667,0.034,9,29,Parts per billion,0.0,0.0,0,0.0,Parts per million,0.6,0.6,0,7.0
1875,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2000-10-08,Parts per billion,6.291667,17.0,0,16,Parts per million,0.028667,0.034,9,29,Parts per billion,0.0,0.0,2,,Parts per million,0.6,0.6,0,7.0
1876,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2000-10-11,Parts per billion,22.1,41.0,19,39,Parts per million,0.02,0.037,9,31,Parts per billion,0.0,0.0,0,0.0,Parts per million,0.138095,0.6,19,
1877,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2000-10-11,Parts per billion,22.1,41.0,19,39,Parts per million,0.02,0.037,9,31,Parts per billion,0.0,0.0,0,0.0,Parts per million,0.133333,0.2,19,2.0
1878,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2000-10-11,Parts per billion,22.1,41.0,19,39,Parts per million,0.02,0.037,9,31,Parts per billion,0.0,0.0,2,,Parts per million,0.138095,0.6,19,
1879,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2000-10-11,Parts per billion,22.1,41.0,19,39,Parts per million,0.02,0.037,9,31,Parts per billion,0.0,0.0,2,,Parts per million,0.133333,0.2,19,2.0
1880,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2000-10-12,Parts per billion,23.25,47.0,20,44,Parts per million,0.015125,0.036,9,31,Parts per billion,0.166667,1.0,20,1.0,Parts per million,0.3375,1.0,20,
1881,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2000-10-12,Parts per billion,23.25,47.0,20,44,Parts per million,0.015125,0.036,9,31,Parts per billion,0.166667,1.0,20,1.0,Parts per million,0.25,0.7,23,8.0
1882,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2000-10-12,Parts per billion,23.25,47.0,20,44,Parts per million,0.015125,0.036,9,31,Parts per billion,0.1625,1.0,23,,Parts per million,0.3375,1.0,20,
1883,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2000-10-12,Parts per billion,23.25,47.0,20,44,Parts per million,0.015125,0.036,9,31,Parts per billion,0.1625,1.0,23,,Parts per million,0.25,0.7,23,8.0
1884,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2000-10-13,Parts per billion,33.875,60.0,19,57,Parts per million,0.014333,0.038,10,32,Parts per billion,0.666667,2.0,20,3.0,Parts per million,0.7875,1.6,22,
1885,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2000-10-13,Parts per billion,33.875,60.0,19,57,Parts per million,0.014333,0.038,10,32,Parts per billion,0.666667,2.0,20,3.0,Parts per million,0.708333,1.1,23,13.0
1886,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2000-10-13,Parts per billion,33.875,60.0,19,57,Parts per million,0.014333,0.038,10,32,Parts per billion,0.6375,2.0,23,,Parts per million,0.7875,1.6,22,
1887,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2000-10-13,Parts per billion,33.875,60.0,19,57,Parts per million,0.014333,0.038,10,32,Parts per billion,0.6375,2.0,23,,Parts per million,0.708333,1.1,23,13.0
1888,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2000-10-14,Parts per billion,30.041667,57.0,20,54,Parts per million,0.018542,0.048,10,41,Parts per billion,0.541667,1.0,0,1.0,Parts per million,0.75,1.6,2,
1889,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2000-10-14,Parts per billion,30.041667,57.0,20,54,Parts per million,0.018542,0.048,10,41,Parts per billion,0.541667,1.0,0,1.0,Parts per million,0.779167,1.4,1,16.0
1890,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2000-10-14,Parts per billion,30.041667,57.0,20,54,Parts per million,0.018542,0.048,10,41,Parts per billion,0.5375,1.0,2,,Parts per million,0.75,1.6,2,
1891,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2000-10-14,Parts per billion,30.041667,57.0,20,54,Parts per million,0.018542,0.048,10,41,Parts per billion,0.5375,1.0,2,,Parts per million,0.779167,1.4,1,16.0
1892,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2000-10-15,Parts per billion,28.541667,57.0,18,54,Parts per million,0.022083,0.055,10,47,Parts per billion,0.625,2.0,20,3.0,Parts per million,0.6,1.6,20,
1893,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2000-10-15,Parts per billion,28.541667,57.0,18,54,Parts per million,0.022083,0.055,10,47,Parts per billion,0.625,2.0,20,3.0,Parts per million,0.6125,1.3,3,15.0
1894,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2000-10-15,Parts per billion,28.541667,57.0,18,54,Parts per million,0.022083,0.055,10,47,Parts per billion,0.6,1.3,20,,Parts per million,0.6,1.6,20,
1895,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2000-10-15,Parts per billion,28.541667,57.0,18,54,Parts per million,0.022083,0.055,10,47,Parts per billion,0.6,1.3,20,,Parts per million,0.6125,1.3,3,15.0
1896,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2000-10-16,Parts per billion,32.416667,63.0,18,61,Parts per million,0.019333,0.052,9,44,Parts per billion,0.416667,2.0,7,3.0,Parts per million,0.475,1.4,19,
1897,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2000-10-16,Parts per billion,32.416667,63.0,18,61,Parts per million,0.019333,0.052,9,44,Parts per billion,0.416667,2.0,7,3.0,Parts per million,0.525,1.1,1,13.0
1898,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2000-10-16,Parts per billion,32.416667,63.0,18,61,Parts per million,0.019333,0.052,9,44,Parts per billion,0.4125,1.3,20,,Parts per million,0.475,1.4,19,
1899,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2000-10-16,Parts per billion,32.416667,63.0,18,61,Parts per million,0.019333,0.052,9,44,Parts per billion,0.4125,1.3,20,,Parts per million,0.525,1.1,1,13.0
1900,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2000-10-17,Parts per billion,29.681818,58.0,19,55,Parts per million,0.02125,0.046,9,39,Parts per billion,1.090909,3.0,19,4.0,Parts per million,0.568182,1.9,19,
1901,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2000-10-17,Parts per billion,29.681818,58.0,19,55,Parts per million,0.02125,0.046,9,39,Parts per billion,1.090909,3.0,19,4.0,Parts per million,0.554167,1.0,1,11.0
1902,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2000-10-17,Parts per billion,29.681818,58.0,19,55,Parts per million,0.02125,0.046,9,39,Parts per billion,1.083333,2.3,20,,Parts per million,0.568182,1.9,19,
1903,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2000-10-17,Parts per billion,29.681818,58.0,19,55,Parts per million,0.02125,0.046,9,39,Parts per billion,1.083333,2.3,20,,Parts per million,0.554167,1.0,1,11.0
1904,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2000-10-18,Parts per billion,22.583333,44.0,8,42,Parts per million,0.022375,0.04,9,34,Parts per billion,0.916667,3.0,19,4.0,Parts per million,0.458333,2.1,19,
1905,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2000-10-18,Parts per billion,22.583333,44.0,8,42,Parts per million,0.022375,0.04,9,34,Parts per billion,0.916667,3.0,19,4.0,Parts per million,0.479167,0.9,0,10.0
1906,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2000-10-18,Parts per billion,22.583333,44.0,8,42,Parts per million,0.022375,0.04,9,34,Parts per billion,0.875,2.3,20,,Parts per million,0.458333,2.1,19,
1907,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2000-10-18,Parts per billion,22.583333,44.0,8,42,Parts per million,0.022375,0.04,9,34,Parts per billion,0.875,2.3,20,,Parts per million,0.479167,0.9,0,10.0
1908,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2000-10-19,Parts per billion,18.291667,46.0,13,43,Parts per million,0.016083,0.026,0,22,Parts per billion,0.458333,2.0,10,3.0,Parts per million,0.266667,1.4,10,
1909,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2000-10-19,Parts per billion,18.291667,46.0,13,43,Parts per million,0.016083,0.026,0,22,Parts per billion,0.458333,2.0,10,3.0,Parts per million,0.35,0.8,0,9.0
1910,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2000-10-19,Parts per billion,18.291667,46.0,13,43,Parts per million,0.016083,0.026,0,22,Parts per billion,0.425,1.3,11,,Parts per million,0.266667,1.4,10,
1911,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2000-10-19,Parts per billion,18.291667,46.0,13,43,Parts per million,0.016083,0.026,0,22,Parts per billion,0.425,1.3,11,,Parts per million,0.35,0.8,0,9.0
1912,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2000-10-20,Parts per billion,21.541667,46.0,19,43,Parts per million,0.015333,0.038,10,32,Parts per billion,0.666667,3.0,7,4.0,Parts per million,0.545833,1.9,19,
1913,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2000-10-20,Parts per billion,21.541667,46.0,19,43,Parts per million,0.015333,0.038,10,32,Parts per billion,0.666667,3.0,7,4.0,Parts per million,0.379167,1.1,23,13.0
1914,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2000-10-20,Parts per billion,21.541667,46.0,19,43,Parts per million,0.015333,0.038,10,32,Parts per billion,0.65,2.0,20,,Parts per million,0.545833,1.9,19,
1915,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2000-10-20,Parts per billion,21.541667,46.0,19,43,Parts per million,0.015333,0.038,10,32,Parts per billion,0.65,2.0,20,,Parts per million,0.379167,1.1,23,13.0
1916,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2000-10-21,Parts per billion,14.541667,31.0,0,29,Parts per million,0.020292,0.029,11,25,Parts per billion,0.166667,1.0,0,1.0,Parts per million,0.208333,1.0,0,
1917,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2000-10-21,Parts per billion,14.541667,31.0,0,29,Parts per million,0.020292,0.029,11,25,Parts per billion,0.166667,1.0,0,1.0,Parts per million,0.4,1.3,1,15.0
1918,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2000-10-21,Parts per billion,14.541667,31.0,0,29,Parts per million,0.020292,0.029,11,25,Parts per billion,0.15,0.6,2,,Parts per million,0.208333,1.0,0,
1919,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2000-10-21,Parts per billion,14.541667,31.0,0,29,Parts per million,0.020292,0.029,11,25,Parts per billion,0.15,0.6,2,,Parts per million,0.4,1.3,1,15.0
1920,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2000-10-22,Parts per billion,5.875,12.0,9,11,Parts per million,0.027375,0.035,10,30,Parts per billion,0.0,0.0,0,0.0,Parts per million,0.054167,0.2,17,
1921,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2000-10-22,Parts per billion,5.875,12.0,9,11,Parts per million,0.027375,0.035,10,30,Parts per billion,0.0,0.0,0,0.0,Parts per million,0.0375,0.1,0,1.0
1922,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2000-10-22,Parts per billion,5.875,12.0,9,11,Parts per million,0.027375,0.035,10,30,Parts per billion,0.0,0.0,5,,Parts per million,0.054167,0.2,17,
1923,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2000-10-22,Parts per billion,5.875,12.0,9,11,Parts per million,0.027375,0.035,10,30,Parts per billion,0.0,0.0,5,,Parts per million,0.0375,0.1,0,1.0
1924,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2000-10-23,Parts per billion,12.166667,27.0,7,25,Parts per million,0.023417,0.033,9,28,Parts per billion,0.0,0.0,0,0.0,Parts per million,0.133333,0.7,7,
1925,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2000-10-23,Parts per billion,12.166667,27.0,7,25,Parts per million,0.023417,0.033,9,28,Parts per billion,0.0,0.0,0,0.0,Parts per million,0.141667,0.3,8,3.0
1926,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2000-10-23,Parts per billion,12.166667,27.0,7,25,Parts per million,0.023417,0.033,9,28,Parts per billion,0.0,0.0,2,,Parts per million,0.133333,0.7,7,
1927,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2000-10-23,Parts per billion,12.166667,27.0,7,25,Parts per million,0.023417,0.033,9,28,Parts per billion,0.0,0.0,2,,Parts per million,0.141667,0.3,8,3.0
1928,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2000-10-24,Parts per billion,24.26087,49.0,18,46,Parts per million,0.014292,0.034,9,29,Parts per billion,0.173913,1.0,19,1.0,Parts per million,0.395652,1.1,22,
1929,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2000-10-24,Parts per billion,24.26087,49.0,18,46,Parts per million,0.014292,0.034,9,29,Parts per billion,0.173913,1.0,19,1.0,Parts per million,0.2625,0.8,23,9.0
1930,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2000-10-24,Parts per billion,24.26087,49.0,18,46,Parts per million,0.014292,0.034,9,29,Parts per billion,0.185714,1.0,23,,Parts per million,0.395652,1.1,22,
1931,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2000-10-24,Parts per billion,24.26087,49.0,18,46,Parts per million,0.014292,0.034,9,29,Parts per billion,0.185714,1.0,23,,Parts per million,0.2625,0.8,23,9.0
1932,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2000-10-25,Parts per billion,27.909091,50.0,19,47,Parts per million,0.011208,0.033,9,28,Parts per billion,0.916667,2.0,7,3.0,Parts per million,0.856522,1.9,7,
1933,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2000-10-25,Parts per billion,27.909091,50.0,19,47,Parts per million,0.011208,0.033,9,28,Parts per billion,0.916667,2.0,7,3.0,Parts per million,0.7625,1.3,23,15.0
1934,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2000-10-25,Parts per billion,27.909091,50.0,19,47,Parts per million,0.011208,0.033,9,28,Parts per billion,0.8875,1.6,20,,Parts per million,0.856522,1.9,7,
1935,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2000-10-25,Parts per billion,27.909091,50.0,19,47,Parts per million,0.011208,0.033,9,28,Parts per billion,0.8875,1.6,20,,Parts per million,0.7625,1.3,23,15.0
1936,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2000-10-26,Parts per billion,24.833333,73.0,7,71,Parts per million,0.01525,0.035,10,30,Parts per billion,0.708333,2.0,7,3.0,Parts per million,0.454167,1.2,6,
1937,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2000-10-26,Parts per billion,24.833333,73.0,7,71,Parts per million,0.01525,0.035,10,30,Parts per billion,0.708333,2.0,7,3.0,Parts per million,0.604167,1.4,0,16.0
